value,built,penalty,effectiveness,component,route,hub,disposition,target,loc,engines,trpc_fetch,charts,inputs,tables,pdf,ai,routed,linked,in_live,integrity_flags,gaps,upgrade_to_9_10
1.9,1.9,0.0,0.9,Connections,/portal/connections,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,89,,2,0,1,0,0,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.9,1.9,0.0,0.9,SystemHealth,/portal/system-health,"Admin, Ops & System",UPGRADE or fold into library,/portal/admin,77,,4,0,0,0,0,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.8,2.2,0.4,0.8,TimeMachine,/portal/time-machine,IUL & Policy Engineering,UPGRADE or fold into library,/portal/time-machine-calculator,296,,1,0,3,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.8,1.8,0.0,0.8,SharedSlidesViewer,/shared-slides/:token,Advisor Practice & Sales Enablement,UPGRADE or fold into library,/portal/practice-command,246,,1,0,0,0,0,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.8,2.2,0.4,0.8,ClientStoryGenerator,/portal/story-generator,Advisor Practice & Sales Enablement,UPGRADE or fold into library,/portal/practice-command,234,,1,0,3,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.8,2.2,0.4,1.8,TheMap,/portal/the-map,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,159,,0,4,2,0,0,0,True,True,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
1.7,1.7,0.0,0.8,OutsideForces,/portal/outside-forces,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,130,,1,0,0,4,0,0,True,False,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.6,2.0,0.4,0.7,BlackMirror,/portal/black-mirror,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,704,,0,0,0,0,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.6,2.0,0.4,0.7,SocialNarcotic,/portal/social,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,621,,0,0,1,0,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.6,2.0,0.4,0.7,Endgame,/portal/endgame,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,606,,0,0,0,0,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.5,1.9,0.4,1.5,TheLegacy,/portal/the-legacy,"Estate, Trust & Legacy",UPGRADE or fold into library,/portal/estate-command,180,,0,0,12,0,0,0,True,True,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; no client-ready export ; invisible to the AI brain ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
1.5,1.5,0.0,0.7,AIBrainHubPage,/portal/ai-brain-hub,AI Brain & Intelligence,UPGRADE or fold into library,/portal/ai-brain-hub,179,,0,0,1,0,0,1,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.5,1.9,0.4,1.5,ToiletDashboard,/portal/toilet,Reports & Deliverables,UPGRADE or fold into library,/portal/reports,151,,3,0,0,0,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
1.4,1.8,0.4,0.6,TimeLapse,/portal/time-lapse,IUL & Policy Engineering,UPGRADE or fold into library,/portal/time-machine-calculator,267,,1,0,2,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.4,1.8,0.4,1.4,WarStoryGenerator,/portal/war-story-generator,Advisor Practice & Sales Enablement,UPGRADE or fold into library,/portal/practice-command,265,,1,0,4,0,0,0,True,True,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
1.4,1.4,0.0,0.6,Interior,/portal/interior,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,255,,0,0,3,2,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.4,1.4,0.0,1.4,WealthGenomePage,/portal/wealth-genome,"Discovery, Calibration & Onboarding",UPGRADE or fold into library,/portal/onboarding,149,,1,0,0,0,0,0,True,True,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
1.4,1.4,0.0,1.4,MyJourney,/portal/my-journey,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,95,,1,0,0,0,0,0,True,True,True,,no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
1.2,1.2,0.0,0.5,AltCreditDetail,/portal/alt-credit/:slug,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,427,,0,0,0,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.2,1.2,0.0,0.5,PhysiciansEdge,/portal/physicians-edge,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,336,,0,0,0,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.2,1.6,0.4,0.5,RevenueGuarantee,/portal/revenue-guarantee,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,316,,0,0,4,0,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,1.1,AltCreditHub,/portal/alt-credit,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,277,,0,0,1,0,0,0,True,True,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it"
1.1,1.5,0.4,0.5,TheArrival,/portal/the-arrival,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,256,,0,0,8,0,0,0,True,False,True,ts-nocheck,"type checking disabled on the file ; no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,1.1,TaxFreeWealthCombos,/portal/tax-combos,Tax Strategy,UPGRADE or fold into library,/portal/tax-command,169,,0,0,3,0,0,0,True,True,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
1.1,1.1,0.0,0.5,IncomeAnnuityPage,/portal/income-annuity,"Insurance, Annuity & Carrier",UPGRADE or fold into library,/portal/carrier-command,167,,0,0,3,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,1.1,SecretSecrets,/portal/secret-secrets,Education & Knowledge,UPGRADE or fold into library,/portal/education,163,,0,0,2,0,0,0,True,True,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next"
1.1,1.1,0.0,0.5,AnnuityExplorerPage,/portal/annuity-explorer,"Insurance, Annuity & Carrier",UPGRADE or fold into library,/portal/carrier-command,153,,0,0,2,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,ReferralEnginePage,/portal/referral-engine,Client Management & CRM,UPGRADE or fold into library,/portal/clients,138,,0,0,2,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,MarketPulsePage,/portal/market-pulse,Investments & Portfolio,UPGRADE or fold into library,/portal/portfolio-command,134,,0,0,2,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,EstatePlanningPage,/portal/estate-planning,"Estate, Trust & Legacy",UPGRADE or fold into library,/portal/estate-command,127,,0,0,3,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,MygaWaterfallPage,/portal/myga-waterfall,"Insurance, Annuity & Carrier",UPGRADE or fold into library,/portal/carrier-command,127,,0,0,2,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,CryptoCyclePage,/portal/crypto-cycle,Investments & Portfolio,UPGRADE or fold into library,/portal/portfolio-command,125,,0,0,3,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,MeetingPrepPage,/portal/meeting-prep,Client Management & CRM,UPGRADE or fold into library,/portal/clients,122,,0,0,2,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,TrainingPage,/portal/training,Advisor Practice & Sales Enablement,UPGRADE or fold into library,/portal/practice-command,116,,0,0,2,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.1,1.1,0.0,0.5,SettingsPage,/portal/settings-classic,"Admin, Ops & System",UPGRADE or fold into library,/portal/admin,110,,0,0,2,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
1.0,1.4,0.4,0.5,LiveCoPilot,/portal/co-pilot,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,282,,1,0,1,0,0,0,True,False,True,ts-nocheck,type checking disabled on the file ; no real computation — display-only ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
0.7,0.7,0.0,0.3,VideoLibrary,/portal/video-library,Cross-Cutting Reference Library,UPGRADE or fold into library,/portal/library,235,,0,0,1,0,0,0,True,False,True,,"no real computation — display-only ; no live data — nothing persists, no client record ; no visualisation of the outcome ; thin input surface — cannot model a real scenario ; no client-ready export ; invisible to the AI brain ; orphan URL — reachable only by typing it ; stub depth","extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts ; widen inputs to a full scenario (assumptions, ranges, alternatives) ; add branded PDF export with sources and method notes ; register in `pageRegistry.ts` with intent tags so the AI brain can cite and deep-link it ; write the explanatory layer: source, method, what the number means, what to do next ; surface as a tab/accordion inside its hub — keep the URL, drop the top-level nav claim"
